,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,type,lat,long
51925,7183785720,5200,2008.0,subaru,outback,excellent,4 cylinders,gas,137600.0,automatic,wagon,41.3469,-72.1458
51956,7182184883,9700,2013.0,subaru,outback 2.5i premium,good,4 cylinders,gas,93262.0,automatic,wagon,45.0491,-93.359
51968,7188671868,9200,2010.0,ford,expedition el eddie bauer,excellent,8 cylinders,gas,189000.0,automatic,wagon,43.8894,-85.8819
51969,7188626773,2700,2004.0,jeep,grand cherokee overland,good,8 cylinders,gas,141000.0,automatic,wagon,44.8951,-84.8012
52025,7187399060,5500,2011.0,volkswagen,jetta tdi,excellent,4 cylinders,diesel,152000.0,automatic,wagon,41.9099,-72.6029
52063,7181711276,19500,1973.0,jeep,grand wagoneer,good,4 cylinders,gas,20000.0,automatic,wagon,46.1044,-91.8506
52074,7191839551,17795,2016.0,subaru,outback,excellent,4 cylinders,gas,92281.0,automatic,wagon,40.8559,-82.3189
52126,7188226246,4850,2007.0,chrysler,pt cruiser limited,good,4 cylinders,gas,116000.0,automatic,wagon,42.6859,-82.5499
52133,7184489068,3495,1999.0,mercury,sable wagon ls,good,6 cylinders,gas,101697.0,automatic,wagon,41.7607,-81.1899
52211,7194663213,15595,2013.0,cadillac,srx,excellent,6 cylinders,gas,81371.0,automatic,wagon,38.1596,-85.6977
52212,7194663042,10750,2010.0,lincoln,mkx,excellent,6 cylinders,gas,115214.0,automatic,wagon,38.1596,-85.6977
52237,7182315484,3995,2003.0,subaru,forester,excellent,4 cylinders,gas,174000.0,manual,wagon,43.1205,-89.3523
52282,7186752719,6750,2011.0,subaru,impreza wagon 4wd,excellent,4 cylinders,gas,164330.0,automatic,wagon,41.3253,-72.2108
52307,7189143250,500,2004.0,volkswagen,passat wagon,salvage,4 cylinders,gas,95000.0,automatic,wagon,34.4264,-119.829
52376,7194317999,9575,2011.0,chevrolet,traverse,excellent,6 cylinders,gas,110340.0,automatic,wagon,38.1596,-85.6977
52398,7188399111,3300,2006.0,volvo,v70,excellent,5 cylinders,gas,207363.0,automatic,wagon,34.4322,-119.812
52407,7191334601,1500,2006.0,dodge,caliber sxt,fair,6 cylinders,gas,120000.0,automatic,wagon,40.3704,-79.8522
52719,7188485350,11000,2013.0,subaru,xv crosstrek,excellent,4 cylinders,gas,70000.0,automatic,wagon,46.6724,-92.2268
52796,7181819937,12450,2013.0,mini,cooper countryman,good,4 cylinders,gas,73051.0,automatic,wagon,43.1836,-89.217
52798,7181818184,22642,2016.0,ford,edge,good,6 cylinders,gas,69383.0,automatic,wagon,43.1836,-89.217
52848,7181618491,6995,2006.0,toyota,rav4,excellent,4 cylinders,gas,164613.0,automatic,wagon,43.3021,-88.3765
52939,7187730347,5000,2003.0,subaru,wrx,good,4 cylinders,gas,233000.0,manual,wagon,41.279,-73.033
53021,7193679825,9595,2011.0,chevrolet,traverse,excellent,6 cylinders,gas,110340.0,automatic,wagon,38.1596,-85.6977
53028,7193229929,6995,1998.0,ram,wagon,excellent,8 cylinders,gas,86892.0,automatic,wagon,40.0287,-84.2077
53074,7186817252,5500,2004.0,jeep,wrangler x,good,6 cylinders,gas,254954.0,manual,wagon,41.3287,-72.832
53076,7186774098,6750,2011.0,subaru,impreza wagon 4wd,excellent,4 cylinders,gas,164330.0,automatic,wagon,41.3253,-72.2108
53101,7193090950,0,2010.0,subaru,impreza wagon,excellent,4 cylinders,gas,88850.0,automatic,wagon,39.2868,-84.4683
53250,7191774035,6000,2007.0,bmw,328xi wagon,good,6 cylinders,gas,150000.0,automatic,wagon,39.6509,-84.1762
