,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,type,lat,long
22253,7189785513,21000,2018.0,nissan,frontier sv crew cab,excellent,6 cylinders,gas,42248.0,automatic,truck,30.5723,-87.8477
22263,7189298169,1600,2008.0,chevrolet,silverado,fair,6 cylinders,gas,230000.0,automatic,truck,30.6474,-88.2292
22275,7189012524,14995,2014.0,nissan,frontier,good,6 cylinders,gas,172868.0,automatic,truck,30.4129,-87.3092
22277,7189011138,22995,2014.0,gmc,sierra 1500,good,8 cylinders,gas,127639.0,automatic,truck,30.4129,-87.3092
22279,7189009755,22995,2013.0,chevrolet,silverado 1500,good,8 cylinders,gas,117879.0,automatic,truck,30.4129,-87.3092
22280,7189009260,21995,2012.0,ford,f-250 sd,good,8 cylinders,gas,162703.0,automatic,truck,30.4129,-87.3092
22281,7189008782,9995,2007.0,ford,f-150,good,8 cylinders,gas,166439.0,automatic,truck,30.4129,-87.3092
22283,7189007788,25995,2012.0,ford,f-150,good,6 cylinders,gas,79751.0,automatic,truck,30.4129,-87.3092
22284,7189007301,14995,2006.0,ford,f-250 sd,good,8 cylinders,gas,247816.0,automatic,truck,30.4129,-87.3092
22285,7189006826,7995,2004.0,gmc,sonoma,good,6 cylinders,gas,154221.0,automatic,truck,30.4129,-87.3092
22288,7188999198,22995,2015.0,ram,1500,good,8 cylinders,gas,125393.0,automatic,truck,30.4129,-87.3092
22291,7188850727,16999,2015.0,nissan,frontier crew cab sv 4x4,excellent,6 cylinders,gas,103165.0,automatic,truck,30.8073,-88.098
22295,7188643513,14500,2008.0,ford,f-250 super duty,excellent,8 cylinders,diesel,216000.0,automatic,truck,31.0907,-88.2533
22309,7188361450,18995,2012.0,ram,1500,good,8 cylinders,gas,155867.0,automatic,truck,30.4129,-87.3092
22310,7188359640,17995,2012.0,ford,f-150,good,8 cylinders,gas,175274.0,automatic,truck,30.4129,-87.3092
22332,7186614847,10906,2006.0,ram,2500,excellent,8 cylinders,gas,190616.0,automatic,truck,40.4574,-122.328
22335,7186613486,11900,1999.0,ford,f350,good,8 cylinders,diesel,310900.0,automatic,truck,40.4574,-122.328
22338,7186613223,12902,2002.0,ford,f250 super duty 4x4,excellent,8 cylinders,gas,206477.0,automatic,truck,40.4574,-122.328
22366,7193998117,2000,1994.0,ram,1500,fair,8 cylinders,gas,231112.0,manual,truck,43.8614,-116.533
22393,7179292158,12000,2011.0,ford,f-150,excellent,6 cylinders,gas,155000.0,automatic,truck,44.529,-123.259
22396,7189618603,19995,2011.0,ram,1500 4x4,excellent,8 cylinders,gas,109623.0,automatic,truck,61.1663,-149.858
22408,7178468504,16500,1958.0,chevrolet,apache flatbed,excellent,6 cylinders,gas,64857.0,manual,truck,44.5904,-123.272
22413,7194065315,3300,1986.0,nissan,hardbody pickup,good,4 cylinders,gas,149870.0,manual,truck,42.1885,-122.693
22414,7183707736,10500,2003.0,gmc,sierra 1500,excellent,8 cylinders,gas,144000.0,automatic,truck,40.7438,-122.239
22415,7194054775,9800,1999.0,chevrolet,c3500,good,8 cylinders,gas,143000.0,automatic,truck,42.3899,-122.922
22422,7193987288,8000,1994.0,ford,f250,good,8 cylinders,gas,296000.0,manual,truck,42.4935,-122.809
22432,7193968380,4900,1989.0,ford,super duty,good,8 cylinders,diesel,120000.0,manual,truck,38.3941,-122.843
22435,7189200573,67000,2018.0,ram,laramie cummins turbo diesel,like new,8 cylinders,diesel,9000.0,automatic,truck,61.2371,-149.813
22445,7189114551,34999,2013.0,gmc,sierra 3500 slt,excellent,8 cylinders,diesel,96782.0,automatic,truck,61.1664,-149.847
22458,7193963130,23995,2008.0,ram,2500,good,6 cylinders,diesel,166285.0,automatic,truck,44.0655,-116.931
22459,7189015138,16000,2009.0,ram,2500hd 4x4,good,6 cylinders,diesel,238000.0,automatic,truck,61.5463,-149.59
22471,7188661039,41000,2016.0,ram,2500 heavy duty,good,6 cylinders,diesel,126000.0,automatic,truck,61.5463,-149.59
22478,7188542813,25500,2011.0,ford,f-250 super duty,good,8 cylinders,gas,97000.0,automatic,truck,61.2157,-149.861
22486,7188490281,38995,2018.0,toyota,tacoma limited,excellent,6 cylinders,gas,20116.0,automatic,truck,61.2184,-149.866
22497,7195217391,30000,2003.0,gmc,sierra 2500hd,like new,8 cylinders,diesel,77000.0,automatic,truck,43.3672,-124.242
22499,7188155310,13946,2007.0,chevrolet,silverado 2500,good,8 cylinders,gas,115161.0,automatic,truck,40.2081,-75.2805
22509,7194595976,15500,2007.0,ram,1500 big horn edition,good,8 cylinders,gas,71600.0,automatic,truck,43.9776,-124.106
22510,7194421570,11995,2013.0,ford,f-150,excellent,6 cylinders,gas,116589.0,automatic,truck,44.0446,-123.003
22520,7188019137,24900,2018.0,toyota,tacoma,good,4 cylinders,gas,32149.0,automatic,truck,42.7778,-73.749
22522,7188018435,27500,2010.0,chevrolet,silverado 2500hd,good,8 cylinders,diesel,127381.0,automatic,truck,42.7778,-73.749
22527,7188016587,18900,2011.0,chevrolet,silverado 1500,good,8 cylinders,gas,127160.0,automatic,truck,42.7778,-73.749
22535,7187992676,2900,2000.0,chevrolet,silverado,good,8 cylinders,gas,150000.0,automatic,truck,61.1194,-149.897
22536,7188057882,12000,2006.0,chevrolet,silverado,excellent,8 cylinders,gas,121500.0,automatic,truck,40.0178,-75.0895
22542,7189831005,12500,2004.0,chevrolet,2500hd duramax,excellent,8 cylinders,diesel,290922.0,automatic,truck,59.6497,-151.615
22543,7189830111,12500,2004.0,chevrolet,2500hd duramax,excellent,8 cylinders,diesel,290922.0,automatic,truck,59.6497,-151.615
22544,7189829023,4250,1974.0,jeep,cherokee,good,8 cylinders,gas,42000.0,automatic,truck,59.6497,-151.615
22558,7189114630,18000,2010.0,ford,f-250,excellent,8 cylinders,diesel,120000.0,automatic,truck,34.9412,-111.641
