,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,type,lat,long
2,7184710887,7995,2010.0,chevrolet,equinox,good,4 cylinders,gas,108124.0,automatic,SUV,45.6836,-92.9648
3,7184710023,8995,2011.0,chevrolet,traverse,good,6 cylinders,gas,178054.0,automatic,SUV,45.6836,-92.9648
4,7184709156,10995,2014.0,ford,explorer,good,6 cylinders,gas,170259.0,automatic,SUV,45.6836,-92.9648
16,7184313135,10900,2015.0,nissan,rogue select,excellent,4 cylinders,gas,90112.0,automatic,SUV,46.6724,-92.2268
18,7184247974,12984,2016.0,nissan,rogue,excellent,4 cylinders,gas,86942.0,automatic,SUV,45.0645,-93.3413
20,7184232227,17382,2015.0,nissan,pathfinder,excellent,6 cylinders,gas,48932.0,automatic,SUV,45.0645,-93.3413
21,7184208717,25730,2017.0,ford,explorer,excellent,6 cylinders,gas,49858.0,automatic,SUV,45.0645,-93.3413
22,7184193032,15482,2016.0,subaru,crosstrek,excellent,4 cylinders,gas,45431.0,automatic,SUV,45.0645,-93.3413
26,7195072095,18495,2011.0,rover,sport,excellent,8 cylinders,gas,94448.0,automatic,SUV,33.4542,-111.926
32,7184020236,21000,2019.0,subaru,forester,excellent,4 cylinders,gas,8000.0,automatic,SUV,46.6724,-92.2268
41,7183702059,2800,2007.0,hyundai,sante fe gls,good,6 cylinders,gas,230500.0,automatic,SUV,46.7408,-92.1698
42,7183695416,8800,2011.0,chevrolet,traverse ltz awd,excellent,6 cylinders,gas,143700.0,automatic,SUV,47.8536,-92.6933
43,7183645822,14500,2011.0,nissan,murano sl,excellent,6 cylinders,gas,53300.0,automatic,SUV,47.2348,-93.5115
47,7183372649,21500,2014.0,chevrolet,suburban,excellent,8 cylinders,gas,115000.0,automatic,SUV,47.96,-90.5646
50,7195071361,18995,2012.0,cadillac,escalade esv platinum,excellent,8 cylinders,gas,160025.0,automatic,SUV,33.4542,-111.926
54,7195070652,14495,2013.0,bmw,x5 xdrive35i premium,excellent,6 cylinders,gas,125147.0,automatic,SUV,33.4542,-111.926
66,7195062646,13800,2008.0,chevrolet,tahoe,good,8 cylinders,gas,108869.0,automatic,SUV,42.7904,-73.9809
68,7195176980,9500,1992.0,ford,bronco,excellent,8 cylinders,gas,193000.0,automatic,SUV,41.5817,-73.4128
71,7195059463,4500,2005.0,nissan,armada,good,8 cylinders,gas,195413.0,automatic,SUV,35.024,-106.784
75,7191729087,500,1997.0,chevrolet,blazer,excellent,6 cylinders,gas,158000.0,automatic,SUV,33.5621,-101.856
76,7194044322,4300,1998.0,jeep,wrangler,fair,6 cylinders,gas,144263.0,manual,SUV,41.2175,-73.0549
77,7193620056,4200,2005.0,jeep,grand cherokee limited,excellent,8 cylinders,gas,152000.0,automatic,SUV,42.0016,-72.9242
78,7195196048,2000,2001.0,toyota,highlander limited,fair,6 cylinders,gas,250000.0,automatic,SUV,39.1208,-76.8435
80,7191606539,1500,2011.0,gmc,terrain slt,excellent,4 cylinders,gas,105000.0,automatic,SUV,33.5623,-101.857
87,7187778366,6200,2008.0,ford,edge sel awd,good,6 cylinders,gas,145955.0,automatic,SUV,46.8757,-96.8842
89,7187759753,5500,2011.0,ford,escape,good,6 cylinders,gas,142055.0,automatic,SUV,46.8757,-96.8841
92,7187663449,17995,2019.0,hyundai,tucson,like new,4 cylinders,gas,22289.0,automatic,SUV,45.8327,-95.3891
93,7187660653,6995,2013.0,kia,soul,excellent,4 cylinders,gas,110346.0,automatic,SUV,45.8327,-95.3892
94,7187634994,17237,2017.0,nissan,rogue,excellent,4 cylinders,gas,28269.0,automatic,SUV,46.5767,-95.5747
95,7187633336,11999,2017.0,dodge,journey,excellent,4 cylinders,gas,66782.0,automatic,SUV,46.5764,-95.5747
96,7187579742,6900,2013.0,gmc,terrain,excellent,4 cylinders,gas,130348.0,automatic,SUV,46.8564,-96.8123
127,7187339988,16990,2018.0,ford,edge titanium,excellent,4 cylinders,gas,110000.0,automatic,SUV,46.9149,-98.0269
128,7181238972,9500,2011.0,jeep,liberty limited 4wd,excellent,6 cylinders,gas,152000.0,automatic,SUV,34.7375,-77.4628
129,7181217456,12900,2011.0,ford,explorer,excellent,6 cylinders,gas,112447.0,automatic,SUV,35.9786,-77.7923
139,7187032419,2500,1990.0,jeep,cherokee,fair,6 cylinders,gas,178000.0,automatic,SUV,38.8419,-78.5997
141,7186975844,8500,2012.0,buick,enclave,good,6 cylinders,gas,151000.0,automatic,SUV,46.946,-95.2276
149,7186688555,6990,2008.0,chevrolet,trail blazer lt 4x4,excellent,6 cylinders,gas,134000.0,automatic,SUV,38.9268,-78.1796
151,7180831802,33500,2018.0,volkswagen,atlas sel premium,like new,6 cylinders,gas,50066.0,automatic,SUV,34.7285,-76.9515
157,7186652375,7990,2010.0,jeep,grand cherokee laredo 4x4,excellent,6 cylinders,gas,97426.0,automatic,SUV,38.9268,-78.1796
162,7186402836,10995,2013.0,ford,escape,excellent,4 cylinders,gas,103240.0,automatic,SUV,39.1453,-78.189
164,7186388058,8995,1997.0,jeep,wrangler / tj,excellent,6 cylinders,gas,174599.0,automatic,SUV,39.1453,-78.189
165,7186387924,16995,2016.0,jeep,grand cherokee,excellent,6 cylinders,gas,103600.0,automatic,SUV,39.1453,-78.189
170,7186363220,8995,2011.0,ford,edge,excellent,6 cylinders,gas,141690.0,automatic,SUV,39.1453,-78.189
171,7195162450,30500,2018.0,jeep,grand cherokee,excellent,6 cylinders,gas,24000.0,automatic,SUV,38.7894,-77.2818
173,7186363004,12995,2008.0,jeep,wrangler,excellent,6 cylinders,gas,128929.0,automatic,SUV,39.1453,-78.189
174,7186362903,16695,2015.0,ford,edge,excellent,6 cylinders,gas,84550.0,automatic,SUV,39.1453,-78.189
176,7180248818,7500,2000.0,ford,excursion xlt,excellent,10 cylinders,gas,253000.0,manual,SUV,35.4365,-77.1681
177,7186362754,7995,2010.0,volvo,xc90,excellent,6 cylinders,gas,111090.0,automatic,SUV,39.1453,-78.189
181,7186362361,9495,2014.0,jeep,compass,excellent,4 cylinders,gas,69618.0,automatic,SUV,39.1453,-78.189
183,7186362093,11495,2015.0,hyundai,tucson,excellent,4 cylinders,gas,68670.0,automatic,SUV,39.1453,-78.189
190,7186188333,5450,2005.0,chevrolet,equinox,excellent,6 cylinders,gas,138000.0,automatic,SUV,38.9674,-78.4096
195,7185952825,14799,2017.0,kia,sportage,excellent,4 cylinders,gas,44026.0,automatic,SUV,39.1501,-78.269
199,7185875226,7750,2011.0,ford,escape xlt,excellent,6 cylinders,gas,113000.0,automatic,SUV,38.9268,-78.1796
201,7186072436,30995,2020.0,buick,enclave,excellent,6 cylinders,gas,35915.0,automatic,SUV,45.8326,-95.3892
204,7186005610,16500,2016.0,buick,encore,like new,4 cylinders,gas,27000.0,automatic,SUV,46.277,-99.6009
205,7186001287,15900,2011.0,chevrolet,tahoe lt,excellent,8 cylinders,gas,123000.0,automatic,SUV,46.277,-99.6009
212,7185635043,3250,2004.0,chevrolet,trailblazer ls,excellent,6 cylinders,gas,149000.0,automatic,SUV,39.3276,-78.0487
213,7185451909,6250,2010.0,ford,escape xlt,excellent,4 cylinders,gas,115000.0,automatic,SUV,38.9268,-78.1796
214,7185423752,5990,2003.0,gmc,yukon denali 4x4,excellent,8 cylinders,gas,170000.0,automatic,SUV,38.9268,-78.1796
215,7185833130,17990,2007.0,jeep,wrangler unlimited 4x4,good,6 cylinders,gas,156940.0,automatic,SUV,47.9202,-97.045
216,7185831883,22990,2011.0,jeep,wrangler unlimited 4x4,good,6 cylinders,gas,135362.0,automatic,SUV,47.9202,-97.045
221,7185253868,7990,2007.0,bmw,x5,like new,6 cylinders,gas,130000.0,automatic,SUV,38.9268,-78.1796
225,7184892156,8499,2010.0,honda,cr-v ex,excellent,4 cylinders,gas,127146.0,automatic,SUV,38.9673,-78.4092
227,7184818312,13990,2014.0,gmc,acadia awd,excellent,6 cylinders,gas,162000.0,automatic,SUV,38.9268,-78.1796
231,7185623135,6999,2009.0,gmc,acadia,good,6 cylinders,gas,149260.0,automatic,SUV,46.8759,-96.7658
234,7185575496,18900,2011.0,chevrolet,tahoe,excellent,8 cylinders,gas,105000.0,automatic,SUV,46.9209,-96.8318
236,7184371361,11495,2014.0,mazda,cx-5 touring,excellent,4 cylinders,gas,125770.0,automatic,SUV,38.8588,-77.8297
245,7185414792,16990,2015.0,lincoln,mkc,good,4 cylinders,gas,79307.0,automatic,SUV,45.9786,-94.342
250,7183757605,7500,2003.0,jeep,wrangler,good,4 cylinders,gas,158000.0,manual,SUV,38.8812,-78.0478
252,7185413441,20490,2017.0,jeep,cherokee,good,4 cylinders,gas,23595.0,automatic,SUV,45.9786,-94.342
254,7183544777,5500,2010.0,subaru,forester,fair,4 cylinders,gas,172000.0,automatic,SUV,39.1858,-78.1827
255,7183531506,3750,2003.0,hyundai,santa fe gls awd,excellent,6 cylinders,gas,164000.0,automatic,SUV,38.9268,-78.1796
256,7183468596,6250,2004.0,gmc,yukon 4x4,excellent,8 cylinders,gas,156000.0,automatic,SUV,38.9268,-78.1796
259,7183344652,4990,2003.0,chevrolet,tahoe z714x4,excellent,8 cylinders,gas,234000.0,automatic,SUV,38.9268,-78.1796
261,7191457281,13500,2013.0,chevrolet,traverse lt,excellent,6 cylinders,gas,95500.0,automatic,SUV,33.5159,-101.934
269,7185225146,25999,2016.0,gmc,terrain denali,like new,6 cylinders,gas,35500.0,automatic,SUV,46.9132,-98.036
276,7185219937,5500,2005.0,dodge,durango slt,good,8 cylinders,gas,164000.0,automatic,SUV,46.9132,-98.036
282,7187639130,19999,2015.0,bmw,x3 xdrive28d,good,4 cylinders,diesel,76867.0,automatic,SUV,48.7548,-122.47
283,7187639003,14999,2011.0,bmw,x3 xdrive28i,good,6 cylinders,gas,67132.0,automatic,SUV,48.7548,-122.47
284,7187638862,15999,2011.0,bmw,x3 xdrive35i,good,6 cylinders,gas,64262.0,automatic,SUV,48.7548,-122.47
286,7185204439,22499,2014.0,dodge,durango limited,like new,8 cylinders,gas,78000.0,automatic,SUV,46.9132,-98.036
287,7187638723,9999,2008.0,bmw,x5 3.0si,good,6 cylinders,gas,92483.0,automatic,SUV,48.7548,-122.47
288,7187638606,14999,2011.0,bmw,x3 xdrive35i,good,6 cylinders,gas,52247.0,automatic,SUV,48.7548,-122.47
290,7187638496,14999,2012.0,bmw,x5 xdrive35i,good,6 cylinders,gas,74875.0,automatic,SUV,48.7548,-122.47
294,7187637770,18999,2014.0,bmw,x3 xdrive35i,good,6 cylinders,gas,56544.0,automatic,SUV,48.7548,-122.47
295,7185198778,3990,2000.0,ford,excursion,excellent,10 cylinders,gas,277000.0,automatic,SUV,46.45,-95.1247
296,7187609101,6520,2006.0,toyota,rav4 limited,good,6 cylinders,gas,192223.0,automatic,SUV,48.7551,-122.472
298,7187603587,7965,2007.0,ford,expedition el eddie bauer,good,8 cylinders,gas,148500.0,automatic,SUV,48.7551,-122.472
300,7187600575,5995,1999.0,chevrolet,tahoe z71 4x4,good,8 cylinders,gas,198895.0,automatic,SUV,48.7551,-122.472
302,7185185845,12275,2011.0,jeep,grand cherokee laredo x,excellent,4 cylinders,gas,131500.0,automatic,SUV,46.276,-96.0904
306,7185162021,17999,2016.0,chevrolet,equinox ltz,like new,6 cylinders,gas,51900.0,automatic,SUV,46.9132,-98.036
307,7187599954,7995,2006.0,honda,pilot,good,6 cylinders,gas,153741.0,automatic,SUV,48.7551,-122.472
320,7187597453,4495,2007.0,saturn,vue,good,6 cylinders,gas,172817.0,automatic,SUV,48.7551,-122.472
321,7185034152,19990,2013.0,chevrolet,suburban ltz 4x4,excellent,8 cylinders,gas,139836.0,automatic,SUV,47.9202,-97.045
323,7194908158,15995,2015.0,dodge,journey crossroad,excellent,4 cylinders,gas,24586.0,automatic,SUV,35.0873,-106.572
326,7187281864,15995,2013.0,honda,cr-v ex-l,good,4 cylinders,gas,64982.0,automatic,SUV,48.7535,-122.469
328,7184938640,7795,2008.0,ford,edge,good,6 cylinders,gas,140123.0,automatic,SUV,46.8422,-96.7691
329,7184938291,7995,2011.0,chevrolet,equinox,good,4 cylinders,gas,140290.0,automatic,SUV,46.8422,-96.7691
331,7187281557,15995,2013.0,ford,explorer xlt,good,6 cylinders,gas,76074.0,automatic,SUV,48.7535,-122.469
332,7184937388,9695,2010.0,ford,edge,good,6 cylinders,gas,142786.0,automatic,SUV,46.8422,-96.7691
333,7184937097,17695,2019.0,ford,escape,good,4 cylinders,gas,58893.0,automatic,SUV,46.8422,-96.7691
334,7184936758,12495,2013.0,ford,edge,good,6 cylinders,gas,97846.0,automatic,SUV,46.8422,-96.7691
337,7184932842,10995,2008.0,toyota,highlander,good,6 cylinders,gas,159219.0,automatic,SUV,46.8422,-96.7691
348,7187053788,14999,2011.0,mercedes-benz,gl-class,good,8 cylinders,gas,101827.0,automatic,SUV,48.7548,-122.47
349,7187053664,26850,2017.0,bmw,x3 xdrive28i,good,4 cylinders,gas,38018.0,automatic,SUV,48.7548,-122.47
353,7184650056,7990,2011.0,chevrolet,equinox,excellent,6 cylinders,gas,159000.0,automatic,SUV,46.45,-95.1247
357,7187053377,17999,2017.0,ford,escape titanium,good,4 cylinders,gas,74662.0,automatic,SUV,48.7548,-122.47
358,7187053089,9999,2008.0,bmw,x5 3.0si,good,6 cylinders,gas,89329.0,automatic,SUV,48.7548,-122.47
359,7184648848,2999,2007.0,chevrolet,hhr,excellent,4 cylinders,gas,192000.0,automatic,SUV,46.45,-95.1247
360,7187052988,16999,2013.0,bmw,x3 xdrive35i,good,6 cylinders,gas,73988.0,automatic,SUV,48.7548,-122.47
364,7187052478,8999,2007.0,bmw,x5 3.0si,good,6 cylinders,gas,105593.0,automatic,SUV,48.7548,-122.47
369,7184647123,29990,2018.0,chevrolet,suburban 4x4,excellent,8 cylinders,gas,132287.0,automatic,SUV,47.9202,-97.045
370,7184645967,24990,2018.0,ford,explorer xlt,excellent,6 cylinders,gas,37990.0,automatic,SUV,47.9202,-97.045
371,7184611574,15999,2017.0,dodge,journey,good,6 cylinders,gas,75680.0,automatic,SUV,46.5762,-95.5749
379,7184147122,13990,2012.0,buick,enclave leather,excellent,6 cylinders,gas,129094.0,automatic,SUV,47.9202,-97.045
380,7186753500,12995,2013.0,nissan,pathfinder s,good,6 cylinders,gas,77139.0,other,SUV,48.7535,-122.469
381,7186753386,17995,2009.0,cadillac,escalade luxury,good,8 cylinders,other,94280.0,automatic,SUV,48.7535,-122.469
382,7186753016,15995,2016.0,ford,escape se,good,4 cylinders,gas,49880.0,automatic,SUV,48.7535,-122.469
388,7193133282,2500,2017.0,ford,edge,like new,4 cylinders,gas,69110.0,automatic,SUV,26.2417,-98.1744
397,7186564488,17295,2017.0,nissan,rogue s awd,good,4 cylinders,gas,37932.0,other,SUV,48.4608,-122.343
401,7186488428,15999,2013.0,bmw,x3 xdrive28i,good,4 cylinders,gas,57308.0,automatic,SUV,48.7548,-122.47
402,7186488312,14999,2012.0,audi,q5 3.2 premium plus,good,6 cylinders,gas,75036.0,other,SUV,48.7548,-122.47
408,7184104211,25495,2019.0,nissan,pathfinder,excellent,6 cylinders,gas,39524.0,automatic,SUV,45.8326,-95.3891
409,7184016391,9900,2016.0,buick,encore,excellent,4 cylinders,gas,44000.0,automatic,SUV,46.7572,-95.0714
411,7183990545,3990,2008.0,chevrolet,trailblazer,excellent,6 cylinders,gas,217000.0,automatic,SUV,46.45,-95.1247
413,7183976302,13990,2012.0,buick,enclave leather,excellent,6 cylinders,gas,120432.0,automatic,SUV,47.9202,-97.045
415,7183971981,15990,2014.0,ford,explorer xlt,excellent,6 cylinders,gas,133280.0,automatic,SUV,47.9202,-97.045
416,7195085970,39000,2013.0,toyota,sequoia platinum,like new,8 cylinders,gas,58300.0,automatic,SUV,39.1998,-76.8507
418,7183759465,7995,2008.0,honda,cr-v,good,4 cylinders,gas,179296.0,automatic,SUV,46.8422,-96.7691
425,7186133864,19995,2016.0,lincoln,mkc select,good,4 cylinders,gas,52926.0,automatic,SUV,48.7535,-122.469
432,7183457578,3900,2006.0,ford,explorer,good,6 cylinders,gas,128000.0,automatic,SUV,46.8172,-95.8453
433,7183423959,28990,2011.0,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,99545.0,automatic,SUV,47.911,-97.045
437,7183310709,16990,2006.0,jeep,wrangler barbie edition,excellent,4 cylinders,gas,56136.0,manual,SUV,47.9202,-97.045
438,7183307939,12990,2006.0,jeep,wrangler sport 4x4,good,4 cylinders,gas,158335.0,manual,SUV,47.9202,-97.045
440,7183303735,15990,2011.0,jeep,grand cherokee overland 4x4,excellent,8 cylinders,gas,135723.0,automatic,SUV,47.9202,-97.045
446,7183084494,9500,2014.0,nissan,murano,good,6 cylinders,gas,145750.0,automatic,SUV,46.8759,-96.7658
452,7187846363,15299,2015.0,chevrolet,equinox ls,like new,4 cylinders,gas,49189.0,automatic,SUV,44.6139,-94.0723
453,7187735698,10995,2014.0,ford,escape se,excellent,4 cylinders,gas,102000.0,automatic,SUV,44.6143,-94.0723
457,7187321559,4900,2007.0,chevrolet,trailblazer lt,good,6 cylinders,gas,179200.0,automatic,SUV,44.3044,-94.4644
458,7187020933,4495,2010.0,gmc,acadia,good,6 cylinders,gas,1.0,automatic,SUV,44.2238,-93.5751
468,7186067057,6400,2008.0,lincoln,mkx,good,6 cylinders,gas,178000.0,automatic,SUV,43.761,-93.898
469,7192810731,11499,2019.0,chevrolet,equinox,like new,4 cylinders,gas,38000.0,automatic,SUV,26.2522,-98.171
473,7192809527,12990,2018.0,chevrolet,equinox premier,like new,4 cylinders,gas,53000.0,automatic,SUV,26.252,-98.1714
477,7185111790,22900,2018.0,toyota,rav4,like new,4 cylinders,gas,40500.0,automatic,SUV,44.2221,-93.8289
481,7184991607,8350,2008.0,chevrolet,suburban,excellent,8 cylinders,gas,227500.0,automatic,SUV,44.326,-94.458
483,7185872086,15999,2011.0,bmw,x5 xdrive35i,good,6 cylinders,gas,74135.0,automatic,SUV,48.7548,-122.47
484,7185871958,13999,2013.0,bmw,x3 xdrive28i,good,4 cylinders,gas,80498.0,automatic,SUV,48.7548,-122.47
489,7185871441,14999,2011.0,bmw,x3 xdrive28i,good,6 cylinders,gas,48936.0,automatic,SUV,48.7548,-122.47
500,7182728466,11900,2011.0,dodge,durango,excellent,6 cylinders,gas,94109.0,automatic,SUV,28.1003,-80.6809
502,7182718373,6900,2007.0,audi,q7,good,6 cylinders,gas,153652.0,automatic,SUV,28.0994,-80.6797
505,7182553288,9850,2010.0,lincoln,mkx,good,6 cylinders,gas,129960.0,automatic,SUV,28.5697,-80.8191
506,7185662780,16900,2019.0,nissan,rogue awd 4dr sl,excellent,4 cylinders,gas,6500.0,automatic,SUV,48.7907,-122.519
507,7185645055,1600,1997.0,jeep,grand cherokee,fair,6 cylinders,gas,200000.0,automatic,SUV,48.9636,-122.732
509,7182411027,12500,2015.0,kia,sorento,good,4 cylinders,gas,97185.0,automatic,SUV,28.1914,-80.6633
512,7185621797,4500,1998.0,jeep,cherokee classic,good,4 cylinders,gas,124223.0,automatic,SUV,48.7472,-122.46
522,7182133536,17950,2017.0,chevrolet,traverse,good,6 cylinders,gas,47769.0,automatic,SUV,7.81584,-88.6978
523,7182070289,23800,2014.0,rover,evoque 4wd,like new,4 cylinders,gas,92000.0,automatic,SUV,27.3215,-80.403
528,7192547560,13900,2012.0,chevrolet,tahoe lt,excellent,8 cylinders,gas,121999.0,automatic,SUV,26.294,-98.1378
529,7185513844,11500,2013.0,ford,edge sel,good,6 cylinders,gas,93827.0,automatic,SUV,48.7535,-122.469
531,7192509157,4900,2009.0,honda,cr-v,good,4 cylinders,gas,153000.0,automatic,SUV,26.1931,-98.1947
537,7194855470,13700,2018.0,dodge,journey,like new,6 cylinders,gas,33000.0,automatic,SUV,34.9693,-106.631
548,7181529946,7950,2008.0,saturn,vue,excellent,6 cylinders,gas,32636.0,automatic,SUV,7.81584,-88.6978
549,7181519286,4950,2011.0,jeep,patriot,good,4 cylinders,gas,153303.0,manual,SUV,7.81584,-88.6978
552,7185256375,21850,2014.0,rover,evoque,good,4 cylinders,gas,53553.0,automatic,SUV,48.7548,-122.47
553,7181492471,6950,2009.0,honda,crv,good,4 cylinders,gas,149015.0,automatic,SUV,7.81584,-88.6978
555,7185255996,14999,2013.0,bmw,x3 xdrive28i,good,4 cylinders,gas,72414.0,automatic,SUV,48.7548,-122.47
566,7181478180,3450,2005.0,volkswagen,touareg,good,8 cylinders,gas,144936.0,automatic,SUV,7.81584,-88.6978
569,7181473883,3750,2004.0,hyundai,santa fe,good,6 cylinders,gas,149877.0,automatic,SUV,7.81584,-88.6978
572,7182739070,2900,2003.0,ford,expedition,good,8 cylinders,gas,240000.0,automatic,SUV,29.8919,-81.3007
574,7182411694,4200,2001.0,chevrolet,tahoe,good,8 cylinders,gas,178845.0,automatic,SUV,29.8285,-81.3237
575,7194825346,9995,2010.0,honda,pilot ex-l,excellent,4 cylinders,gas,114000.0,automatic,SUV,42.638,-73.6109
582,7182790852,9500,2010.0,audi,q5 3.2 v6,excellent,6 cylinders,gas,122000.0,automatic,SUV,30.4291,-84.1955
587,7182766672,23995,2013.0,bmw,x6 xdrive50i,excellent,8 cylinders,gas,79000.0,automatic,SUV,30.4291,-84.1955
588,7182765288,12000,2010.0,rover,sport hse,excellent,8 cylinders,gas,143000.0,automatic,SUV,30.4291,-84.1955
589,7182764789,9500,2013.0,volvo,xc60 3.2,like new,6 cylinders,gas,116000.0,automatic,SUV,30.4291,-84.1955
590,7182764312,9500,2009.0,mercedes-benz,ml550 4matic,excellent,8 cylinders,gas,144000.0,automatic,SUV,30.4291,-84.1955
592,7182763044,8500,2012.0,nissan,juke sl,excellent,4 cylinders,gas,102000.0,automatic,SUV,30.4291,-84.1955
594,7183736331,6200,2008.0,lincoln,mkx,good,6 cylinders,gas,180000.0,automatic,SUV,44.3351,-93.9811
596,7182233575,5995,2011.0,ford,escape,excellent,6 cylinders,gas,158003.0,automatic,SUV,30.4742,-84.288
598,7182168967,500,2000.0,infiniti,qx4,good,6 cylinders,gas,250000.0,automatic,SUV,30.0599,-84.2905
601,7181823561,3995,2007.0,cadillac,srx,like new,6 cylinders,gas,85166.0,automatic,SUV,30.4455,-84.3261
602,7181823285,2995,2002.0,jeep,liberty limited,like new,6 cylinders,gas,214231.0,automatic,SUV,30.4455,-84.3261
603,7181821654,2995,2002.0,chevrolet,trailblazer lt,like new,6 cylinders,gas,218872.0,automatic,SUV,30.4455,-84.3261
608,7183561370,26500,2016.0,lincoln,mkx reserve,excellent,6 cylinders,gas,48000.0,automatic,SUV,44.1538,-93.996
609,7181495929,24500,2017.0,nissan,pathfinder,excellent,6 cylinders,gas,32000.0,other,SUV,30.582,-84.2326
610,7194820470,5000,1989.0,toyota,4runner 4wd,good,4 cylinders,gas,220000.0,manual,SUV,35.1506,-106.569
612,7185009527,10900,2013.0,ford,edge limited awd,like new,6 cylinders,gas,125000.0,automatic,SUV,48.8124,-122.486
614,7184997399,15975,2019.0,hyundai,kona se,good,4 cylinders,gas,37500.0,automatic,SUV,48.4608,-122.343
622,7184905330,13995,2014.0,ford,escape se,good,4 cylinders,gas,46091.0,automatic,SUV,48.7535,-122.469
625,7184750643,17800,2016.0,ford,edge titanium sport suv,like new,6 cylinders,gas,91200.0,automatic,SUV,48.8355,-122.549
627,7184652818,9999,2009.0,bmw,x5 xdrive30i,good,6 cylinders,gas,113284.0,automatic,SUV,48.7548,-122.47
628,7184652450,14999,2011.0,bmw,x3 xdrive28i,good,6 cylinders,gas,56320.0,automatic,SUV,48.7548,-122.47
629,7184652249,8999,2007.0,bmw,x5 3.0si,good,6 cylinders,gas,117553.0,automatic,SUV,48.7548,-122.47
630,7184652094,16999,2012.0,audi,q5,good,4 cylinders,gas,44121.0,other,SUV,48.7548,-122.47
631,7184651958,16999,2011.0,audi,q5,good,4 cylinders,gas,40702.0,other,SUV,48.7548,-122.47
633,7184651658,14999,2012.0,bmw,x3 xdrive28i,good,6 cylinders,gas,68195.0,automatic,SUV,48.7548,-122.47
639,7184619526,19725,2017.0,subaru,forester 2.5i,good,4 cylinders,gas,35176.0,other,SUV,48.4608,-122.343
640,7184619367,24525,2018.0,subaru,outback premium,good,4 cylinders,gas,20986.0,other,SUV,48.4608,-122.343
643,7184618551,14545,2014.0,hyundai,tucson se,good,4 cylinders,gas,50082.0,automatic,SUV,48.4608,-122.343
646,7184411671,20999,2016.0,mercedes-benz,gla 250,good,4 cylinders,gas,35642.0,automatic,SUV,47.1894,-122.514
653,7184411052,38999,2017.0,lexus,rx 350 base,good,6 cylinders,gas,36712.0,automatic,SUV,47.1894,-122.514
654,7184411025,17799,2013.0,audi,q7 premium plus awd,like new,6 cylinders,gas,110427.0,automatic,SUV,47.1894,-122.514
655,7184380940,6250,2005.0,chevrolet,suburban,excellent,8 cylinders,gas,253000.0,automatic,SUV,48.8625,-122.595
658,7184291411,16995,2011.0,acura,mdx sh-awd w/tech,good,6 cylinders,gas,70091.0,automatic,SUV,48.7535,-122.469
659,7184291173,17995,2012.0,acura,mdx sh-awd w/advance,good,6 cylinders,gas,78319.0,automatic,SUV,48.7535,-122.469
660,7184291031,22999,2017.0,ford,edge titanium,good,4 cylinders,gas,52101.0,automatic,SUV,48.7535,-122.469
661,7184290948,17995,2013.0,acura,mdx sh-awd w/advance,good,6 cylinders,gas,99269.0,automatic,SUV,48.7535,-122.469
671,7184026354,17999,2012.0,rover,lr4 hse lux,good,8 cylinders,gas,93235.0,automatic,SUV,48.7548,-122.47
675,7184024894,8999,2008.0,bmw,x5 3.0si,good,6 cylinders,gas,112851.0,automatic,SUV,48.7548,-122.47
678,7183715207,3950,2002.0,mercedes-benz,benz ml350,good,6 cylinders,gas,136937.0,automatic,SUV,48.8297,-122.486
680,7194781572,3750,2008.0,hyundai,tucson,excellent,4 cylinders,gas,133000.0,manual,SUV,42.6878,-73.6383
682,7183515373,8999,2011.0,nissan,murano le awd,excellent,6 cylinders,gas,81000.0,automatic,SUV,48.8625,-122.595
687,7194780890,7995,2012.0,ford,escape,excellent,4 cylinders,gas,86000.0,automatic,SUV,42.6878,-73.6383
689,7183378345,13999,2013.0,bmw,x1 xdrive28i,good,4 cylinders,gas,69176.0,automatic,SUV,48.7548,-122.47
692,7183377668,9999,2007.0,bmw,x5 3.0si,good,6 cylinders,gas,87119.0,automatic,SUV,48.7548,-122.47
695,7183377279,14999,2012.0,bmw,x3 xdrive28i,good,6 cylinders,gas,62049.0,automatic,SUV,48.7548,-122.47
700,7181853688,6500,2006.0,toyota,sequoia sr5,good,8 cylinders,gas,240500.0,automatic,SUV,48.6952,-122.412
701,7179669107,9400,2014.0,ford,flex sel,excellent,6 cylinders,gas,100000.0,automatic,SUV,48.2301,-122.487
711,7187733757,23975,2017.0,jeep,grand cherokee,excellent,6 cylinders,gas,87053.0,automatic,SUV,45.885,-118.31
712,7187732029,18975,2016.0,ford,explorer xlt,excellent,6 cylinders,gas,92974.0,automatic,SUV,45.885,-118.31
717,7187404210,23980,2017.0,ford,flex sel awd,excellent,6 cylinders,gas,50079.0,automatic,SUV,47.7177,-117.412
722,7187244979,29999,2000.0,ford,excursion bad boy 7.3l,excellent,8 cylinders,diesel,252255.0,automatic,SUV,47.7177,-117.412
730,7187013446,28980,2012.0,toyota,4runner limited leather,excellent,6 cylinders,gas,78153.0,automatic,SUV,47.7177,-117.412
737,7186810269,12999,2013.0,jeep,grand cherokee laredo 3.,excellent,6 cylinders,gas,156860.0,automatic,SUV,47.7177,-117.412
750,7186238872,8995,2012.0,chevrolet,equinox,excellent,4 cylinders,gas,126835.0,automatic,SUV,45.4881,-122.58
