,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,type,lat,long
39517,7190026121,41900,2018.0,ford,f350 xlt crew 4x4 diesel,excellent,8 cylinders,diesel,78361.0,automatic,pickup,41.8276,-83.8773
39537,7191347739,4000,2004.0,ford,f-150,excellent,8 cylinders,gas,170000.0,automatic,pickup,41.2405,-80.8441
39538,7181854518,14995,2013.0,ram,1500 crew cab 4x4,excellent,8 cylinders,gas,139142.0,automatic,pickup,37.2702,-99.3277
39569,7189211833,8999,2006.0,chevrolet,colorado,excellent,5 cylinders,gas,166340.0,automatic,pickup,38.6089,-121.43
39592,7179197978,14850,2014.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,95000.0,automatic,pickup,43.6375,-84.1979
39621,7194530661,15995,2004.0,chevrolet,ssr,excellent,8 cylinders,gas,100667.0,automatic,pickup,38.2308,-90.3881
39637,7184900990,19995,2013.0,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,171665.0,automatic,pickup,32.2078,-110.89
39638,7184900907,22995,2015.0,ford,super duty f-250 srw,excellent,8 cylinders,gas,105581.0,automatic,pickup,32.2078,-110.89
39650,7190479425,11500,2010.0,ford,f150,excellent,8 cylinders,gas,151000.0,automatic,pickup,41.3251,-80.7327
39681,7194535580,21995,2012.0,ram,3500,excellent,6 cylinders,diesel,163331.0,automatic,pickup,32.9651,-96.9133
39687,7186800197,10500,1997.0,ford,f-250,good,8 cylinders,diesel,182000.0,automatic,pickup,40.2259,-75.1427
39700,7194491077,15000,2017.0,ram,1500,excellent,8 cylinders,gas,71000.0,automatic,pickup,30.8076,-97.7812
39703,7186740530,23995,2008.0,ford,super duty f-350 srw,excellent,8 cylinders,diesel,93471.0,automatic,pickup,40.0969,-75.03
39734,7194476437,10990,2009.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,166992.0,automatic,pickup,30.3733,-97.6921
39740,7194458785,30990,2017.0,ford,f150 supercrew cab xlt,good,8 cylinders,other,56872.0,automatic,pickup,30.51,-97.67
39749,7194493914,25990,2014.0,ford,f350,good,8 cylinders,gas,46354.0,automatic,pickup,38.5663,-90.1343
39767,7186462352,9499,2010.0,ford,f-150,excellent,8 cylinders,gas,140679.0,automatic,pickup,40.3192,-74.4285
39797,7180802009,3500,1990.0,ford,f-150,excellent,6 cylinders,gas,84587.0,automatic,pickup,41.2014,-73.103
39800,7187666348,27500,2013.0,gmc,sierra,excellent,other,gas,105318.0,automatic,pickup,37.9716,-100.327
39801,7187658888,33000,2015.0,chevrolet,silverado,excellent,other,gas,59937.0,automatic,pickup,38.0037,-100.5
39808,7180715327,69000,2012.0,jeep,wrangler rubicon brute,like new,6 cylinders,gas,37000.0,automatic,pickup,41.7628,-72.7268
39834,7182286915,2400,1986.0,ram,d100,good,6 cylinders,gas,106000.0,manual,pickup,36.6857,-85.1407
39835,7182156028,4499,2007.0,ford,f150 supercrew cab 4x4,fair,8 cylinders,gas,117000.0,automatic,pickup,36.5756,-86.2353
39841,7181903630,800,2003.0,ford,ranger,good,6 cylinders,gas,99000.0,automatic,pickup,36.7489,-86.5405
39856,7186344398,7000,1996.0,chevrolet,1500,fair,8 cylinders,gas,0.0,automatic,pickup,39.9954,-75.1698
39871,7186253007,28000,2019.0,ram,1500,like new,6 cylinders,gas,9100.0,automatic,pickup,39.8685,-75.3374
39873,7182330860,8900,1996.0,ram,2500 4x4,excellent,6 cylinders,diesel,134000.0,manual,pickup,38.5865,-83.6835
39886,7182155913,48590,2019.0,toyota,tacoma double cab trd,good,6 cylinders,gas,15361.0,other,pickup,38.04,-84.45
39898,7186164789,10999,2010.0,ford,f-150,excellent,8 cylinders,gas,157109.0,automatic,pickup,40.267,-74.4628
39900,7181920581,8990,2011.0,ford,f-350 4x2,excellent,8 cylinders,gas,190005.0,automatic,pickup,38.3964,-84.2949
39908,7181756838,27500,2015.0,gmc,sierra 1500 slt,like new,8 cylinders,gas,143182.0,automatic,pickup,32.3454,-95.3417
39909,7181625599,38990,2019.0,toyota,tacoma double cab trd,good,6 cylinders,gas,37637.0,other,pickup,38.04,-84.45
39910,7178921857,239,2008.0,ford,f-250sd,good,8 cylinders,diesel,202866.0,other,pickup,42.0846,-86.4184
39911,7181625529,44990,2018.0,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,24692.0,other,pickup,38.04,-84.45
39924,7181248799,4990,2003.0,ford,f-350 4x2 crew,excellent,8 cylinders,diesel,226000.0,automatic,pickup,38.3964,-84.2949
39928,7182573560,4000,1990.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,126896.0,automatic,pickup,38.1119,-85.8845
39951,7194333763,33590,2018.0,toyota,tacoma double cab trd,good,6 cylinders,gas,16076.0,other,pickup,30.51,-97.67
39970,7182481814,6599,2009.0,chevrolet,silverado,good,8 cylinders,gas,247000.0,automatic,pickup,31.6909,-97.1025
39988,7180267071,626,2019.0,toyota,tacoma double cab trd,good,6 cylinders,gas,12891.0,other,pickup,33.7792,-84.4118
39989,7180220555,567,2018.0,gmc,sierra 1500 crew cab sle,good,8 cylinders,gas,21238.0,other,pickup,33.7792,-84.4118
40000,7179640179,501,2016.0,toyota,tacoma double cab trd,good,6 cylinders,gas,68938.0,other,pickup,33.7792,-84.4118
40001,7179598298,298,2017.0,ford,f150 regular cab xl pickup,good,6 cylinders,other,58042.0,other,pickup,33.7865,-84.4454
40004,7180198464,0,1993.0,chevrolet,c/k 1500,excellent,8 cylinders,gas,117270.0,automatic,pickup,41.2014,-73.103
40014,7178999372,611,2019.0,toyota,tacoma double cab trd,good,6 cylinders,gas,13188.0,other,pickup,33.7792,-84.4118
40016,7178956562,567,2018.0,toyota,tacoma double cab trd,good,6 cylinders,gas,31474.0,other,pickup,33.7865,-84.4454
40046,7194476596,15995,2004.0,chevrolet,ssr,excellent,8 cylinders,gas,100614.0,automatic,pickup,38.2314,-90.3894
40054,7184615021,7000,1985.0,gmc,k2500,fair,8 cylinders,gas,49000.0,manual,pickup,38.7536,-104.806
40056,7194461206,38990,2019.0,ford,f150 supercrew cab xlt,good,8 cylinders,gas,12883.0,other,pickup,38.63,-90.24
40109,7181028101,0,2015.0,chevrolet,silverado 1500 lt,good,6 cylinders,other,62829.0,automatic,pickup,36.6874,-93.3802
40119,7179404469,15000,2013.0,gmc,sierra,excellent,10 cylinders,gas,210000.0,automatic,pickup,41.8371,-72.6071
40186,7178987137,0,2008.0,chevrolet,silverado,excellent,8 cylinders,gas,110400.0,automatic,pickup,41.2014,-73.103
40210,7178466480,31000,2016.0,ford,f150 supercrew cab xlt,excellent,6 cylinders,gas,49500.0,automatic,pickup,41.629,-72.3646
40220,7180410584,11200,2007.0,toyota,tundra double cab sr5,excellent,8 cylinders,gas,200464.0,automatic,pickup,36.1716,-94.0428
40233,7178644343,1,2001.0,chevrolet,silverado 2500hd,good,8 cylinders,diesel,268261.0,automatic,pickup,46.0762,-94.0188
40242,7184014035,45590,2019.0,ram,1500 crew cab laramie pickup,good,8 cylinders,gas,18823.0,other,pickup,33.7792,-84.4118
40249,7180179085,2750,1997.0,toyota,tacoma,fair,4 cylinders,gas,329000.0,manual,pickup,35.9267,-92.6402
40257,7180153310,0,2017.0,nissan,titan xd 4wd turbo diesel,good,8 cylinders,other,41906.0,automatic,pickup,36.6874,-93.3802
40268,7183980864,32990,2018.0,nissan,titan crew cab sv pickup,good,8 cylinders,gas,16457.0,other,pickup,33.7792,-84.4118
40269,7180043065,29500,2017.0,nissan,titan,like new,8 cylinders,gas,27600.0,automatic,pickup,36.2396,-93.1052
40271,7179947822,19900,2017.0,chevrolet,colorado,excellent,4 cylinders,gas,59245.0,automatic,pickup,36.1886,-94.1383
40297,7189437656,14895,2003.0,chevrolet,silverado 1500 ss,good,8 cylinders,gas,148000.0,automatic,pickup,37.6836,-96.9648
40301,7179305360,19900,2014.0,nissan,frontier,excellent,6 cylinders,gas,82498.0,automatic,pickup,36.1886,-94.1383
40308,7178707568,7000,2011.0,chevrolet,colorado,good,4 cylinders,gas,111324.0,manual,pickup,46.5786,-87.4545
40311,7179004439,27995,2015.0,ram,pickup 1500 outdoorsman,good,8 cylinders,gas,45462.0,automatic,pickup,36.0934,-94.1538
40313,7178446027,3150,1985.0,dodge,d150,good,8 cylinders,gas,62000.0,automatic,pickup,45.6956,-87.2073
40319,7182978029,28500,2015.0,toyota,tundra,excellent,8 cylinders,gas,57000.0,automatic,pickup,44.484,-73.2199
40322,7179001118,31995,2017.0,ram,pickup 1500 big horn 4x4,good,6 cylinders,diesel,32627.0,automatic,pickup,36.0934,-94.1538
40326,7178981500,10800,2006.0,subaru,baja sport,excellent,4 cylinders,gas,144800.0,automatic,pickup,35.9847,-94.0808
40336,7182496004,19900,2013.0,gmc,sierra,good,8 cylinders,gas,90300.0,automatic,pickup,43.8779,-72.2912
40341,7194413878,40990,2019.0,toyota,tacoma double cab trd,good,6 cylinders,gas,11094.0,other,pickup,38.63,-90.24
40358,7189236453,14995,2013.0,ram,1500 crew cab 4x4,excellent,8 cylinders,gas,139142.0,automatic,pickup,37.2702,-99.3277
40367,7182155685,10995,2012.0,gmc,canyon sle2 crew cab 4wd,excellent,5 cylinders,gas,151000.0,automatic,pickup,43.4426,-71.6491
40384,7183756826,38500,2017.0,ram,rebel,excellent,8 cylinders,gas,41500.0,automatic,pickup,38.9189,-104.704
40385,7181544431,17990,2014.0,nissan,titan crew cab sv 4x4,like new,8 cylinders,gas,115004.0,automatic,pickup,38.0975,-85.3645
40407,7178329039,10495,2006.0,gmc,sierra 1500,excellent,8 cylinders,gas,171500.0,automatic,pickup,45.8365,-87.0402
40410,7186008151,1800,1998.0,ford,f250,good,8 cylinders,gas,170000.0,automatic,pickup,39.9635,-75.1472
40425,7194372026,37590,2016.0,ford,f150 supercrew cab king,good,8 cylinders,gas,64513.0,automatic,pickup,38.63,-90.24
40438,7182811531,13500,2008.0,chevrolet,silverado,good,8 cylinders,gas,208000.0,automatic,pickup,38.0936,-78.5611
40479,7181558175,34990,2017.0,ram,1500 quad cab tradesman,good,8 cylinders,gas,5139.0,other,pickup,33.7792,-84.4118
40480,7181558180,42590,2019.0,ram,1500 crew cab big horn,good,8 cylinders,gas,15241.0,other,pickup,33.7792,-84.4118
40500,7194333313,35990,2019.0,toyota,tacoma double cab sr5,good,6 cylinders,gas,7605.0,other,pickup,38.63,-90.24
40516,7181537679,2000,1994.0,nissan,pickup,good,4 cylinders,gas,188000.0,automatic,pickup,36.6681,-79.4131
40522,7193913931,9500,2000.0,chevrolet,silverado,excellent,8 cylinders,gas,149000.0,automatic,pickup,30.4161,-97.6956
40533,7193902588,16995,2006.0,ram,2500,excellent,6 cylinders,diesel,18799.0,manual,pickup,32.9651,-96.9133
40546,7179761041,34500,2003.0,ford,f250 lariat,like new,8 cylinders,diesel,46000.0,automatic,pickup,38.9814,-77.4723
40559,7183380321,40990,2019.0,toyota,tacoma double cab trd,good,6 cylinders,gas,4297.0,other,pickup,33.7792,-84.4118
