,id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,type,lat,long
29,7193374279,9885,2012.0,subaru,forester 2.5x premium awd,excellent,4 cylinders,electric,82000.0,automatic,hatchback,41.3323,-72.7809
46,7183385106,14000,2014.0,subaru,forester 2.5i premium,good,4 cylinders,gas,73000.0,automatic,hatchback,47.9034,-91.857
182,7186362225,13995,2017.0,chevrolet,cruze,excellent,4 cylinders,gas,24335.0,automatic,hatchback,39.1453,-78.189
191,7186188094,5995,2005.0,toyota,prius,excellent,4 cylinders,hybrid,78000.0,automatic,hatchback,38.9674,-78.4096
226,7184891472,7699,2011.0,honda,fit sport,excellent,4 cylinders,gas,101758.0,automatic,hatchback,38.9673,-78.4092
233,7184609562,4990,2007.0,toyota,prius hybrid,excellent,4 cylinders,hybrid,189000.0,automatic,hatchback,38.9268,-78.1796
279,7187775621,5100,2014.0,nissan,versa note,excellent,4 cylinders,gas,42303.0,automatic,hatchback,48.6952,-122.412
344,7187169858,12900,2015.0,honda,fit ex,excellent,4 cylinders,gas,50000.0,automatic,hatchback,48.6952,-122.412
347,7184684036,6900,2013.0,toyota,prius c 3,good,4 cylinders,hybrid,130000.0,automatic,hatchback,46.8907,-96.9258
372,7184595726,2800,2005.0,volkswagen,golf,good,4 cylinders,gas,197000.0,manual,hatchback,46.798,-96.8238
390,7186638588,10000,2015.0,honda,fit,like new,4 cylinders,gas,10700.0,automatic,hatchback,48.8625,-122.595
393,7194884136,3999,2008.0,nissan,versa s,good,4 cylinders,gas,147000.0,automatic,hatchback,42.8052,-73.9195
394,7186565281,12450,2018.0,hyundai,elantra gt a/t,good,4 cylinders,gas,71032.0,automatic,hatchback,48.4608,-122.343
396,7186564668,16325,2017.0,hyundai,ioniq electric,good,4 cylinders,other,54269.0,automatic,hatchback,48.4608,-122.343
399,7186534216,7495,2005.0,toyota,matrix,good,4 cylinders,gas,125000.0,manual,hatchback,48.7596,-122.488
417,7183915139,6495,2013.0,hyundai,veloster,excellent,4 cylinders,gas,110004.0,manual,hatchback,45.8327,-95.3892
429,7183609222,3995,2006.0,toyota,prius,excellent,4 cylinders,hybrid,192420.0,automatic,hatchback,45.8327,-95.3892
487,7192808769,11450,2017.0,jeep,renegade latitude,like new,4 cylinders,gas,12000.0,automatic,hatchback,26.2522,-98.1711
497,7192806236,9980,2019.0,chevrolet,cruze rs,like new,4 cylinders,gas,22000.0,automatic,hatchback,26.1919,-98.1238
510,7194874525,5499,2011.0,mazda,2,good,4 cylinders,gas,114000.0,automatic,hatchback,42.8052,-73.9195
518,7182212711,6000,2014.0,ford,fiesta,excellent,4 cylinders,gas,73000.0,manual,hatchback,28.34,-80.7211
567,7181477340,8950,2016.0,ford,fiesta,good,4 cylinders,gas,42810.0,automatic,hatchback,7.81584,-88.6978
583,7182785364,8500,2012.0,mini,cooper countryman s,excellent,4 cylinders,gas,102000.0,automatic,hatchback,30.4291,-84.1955
591,7182763947,8500,2013.0,mini,cooper countryman s,excellent,4 cylinders,gas,120000.0,automatic,hatchback,30.4291,-84.1955
665,7184185657,7249,2011.0,subaru,impreza outback sport,excellent,4 cylinders,gas,144250.0,manual,hatchback,48.6952,-122.412
681,7183608806,2000,1998.0,honda,civic hatchback,good,4 cylinders,gas,165761.0,automatic,hatchback,48.8625,-122.595
683,7194781231,4995,2014.0,chevrolet,sonic ls,excellent,4 cylinders,gas,115000.0,manual,hatchback,42.6878,-73.6383
742,7186612122,6200,2007.0,subaru,outback,good,4 cylinders,gas,108164.0,automatic,hatchback,46.0746,-119.086
753,7186195860,3500,2009.0,dodge,caliber,excellent,4 cylinders,gas,97000.0,automatic,hatchback,46.248,-119.127
762,7186030450,4500,2012.0,nissan,leaf sl hatchback 4d,good,other,electric,54900.0,automatic,hatchback,46.3844,-118.944
784,7194986712,8000,2012.0,toyota,prius v3,excellent,4 cylinders,hybrid,125325.0,automatic,hatchback,38.8415,-77.3314
796,7184998718,7000,2006.0,audi,a3 quattro,good,4 cylinders,gas,89000.0,automatic,hatchback,46.2522,-119.288
851,7182765565,5999,2011.0,toyota,prius four,good,4 cylinders,hybrid,141500.0,automatic,hatchback,27.1656,-80.2916
866,7182134724,6000,1988.0,ford,mustang,good,8 cylinders,gas,130085.0,automatic,hatchback,27.3908,-80.3246
921,7194173884,2500,2001.0,subaru,forester,good,4 cylinders,gas,163354.0,automatic,hatchback,34.9693,-106.631
960,7191074805,6999,2015.0,fiat,"500 69,000 miles 1 owner",excellent,4 cylinders,gas,69000.0,manual,hatchback,33.7439,-116.359
982,7190548491,5500,2010.0,mini,cooper,excellent,4 cylinders,gas,110000.0,manual,hatchback,33.8414,-116.535
999,7190357887,10999,2012.0,mini,cooper hardtop s,excellent,4 cylinders,gas,55542.0,other,hatchback,33.7456,-116.362
1019,7189841211,7499,2012.0,ford,focus se,excellent,4 cylinders,gas,82260.0,automatic,hatchback,33.7456,-116.362
1084,7190229710,11500,2015.0,toyota,prius five,good,4 cylinders,hybrid,96000.0,automatic,hatchback,40.5605,-122.412
1092,7193896377,5300,2011.0,mazda,3,good,4 cylinders,gas,149000.0,manual,hatchback,35.1104,-106.578
1100,7191528095,4500,2012.0,toyota,yaris le,good,4 cylinders,gas,149980.0,automatic,hatchback,38.887,-119.729
1110,7191435986,13303,2015.0,mazda,3,excellent,4 cylinders,gas,57441.0,automatic,hatchback,39.3385,-120.173
1115,7191410588,6950,2010.0,toyota,prius hybrid,excellent,4 cylinders,gas,181000.0,automatic,hatchback,39.5275,-119.776
1121,7193855512,6995,2011.0,subaru,impreza,good,4 cylinders,gas,133964.0,automatic,hatchback,35.0685,-106.622
1175,7190935988,12000,2006.0,subaru,wrx,good,4 cylinders,gas,121567.0,manual,hatchback,39.1806,-120.145
1185,7190827153,6500,1969.0,volkswagen,beetle,good,4 cylinders,gas,36121.0,automatic,hatchback,39.5473,-119.756
1196,7193724868,11800,2015.0,mini,cooper hardtop,like new,3 cylinders,gas,36000.0,manual,hatchback,35.0793,-106.627
1203,7190561501,6999,2009.0,honda,fit sport,excellent,4 cylinders,gas,107000.0,automatic,hatchback,39.5255,-119.757
1217,7190560466,4999,2005.0,volkswagen,golf gls,excellent,4 cylinders,gas,89000.0,automatic,hatchback,39.5255,-119.757
1219,7190560347,7999,2010.0,volkswagen,gti 2.0 turbo,like new,4 cylinders,gas,115000.0,manual,hatchback,39.5255,-119.757
1228,7190559717,4299,2006.0,chrysler,pt cruiser limited,like new,4 cylinders,gas,125000.0,automatic,hatchback,39.5255,-119.757
1231,7190559305,6499,2007.0,mazda,3 hatchback,like new,4 cylinders,gas,97000.0,automatic,hatchback,39.5255,-119.757
1251,7190547079,3900,2007.0,toyota,prius,good,4 cylinders,gas,174306.0,automatic,hatchback,39.5249,-119.903
1264,7190508241,15990,2015.0,honda,fit ex,excellent,4 cylinders,gas,30299.0,automatic,hatchback,39.4956,-119.79
1341,7190237802,5950,2009.0,honda,fit rs hatchback,excellent,4 cylinders,gas,170000.0,automatic,hatchback,39.5275,-119.776
1358,7193617435,13000,2017.0,honda,fit lx hatchback 4d,excellent,4 cylinders,gas,62000.0,automatic,hatchback,35.8663,-106.268
1362,7193601062,5995,2014.0,kia,soul,good,4 cylinders,gas,125000.0,automatic,hatchback,35.073,-106.584
1416,7194879229,13795,2019.0,honda,fit sport hatchback,like new,4 cylinders,gas,679.0,automatic,hatchback,38.793,-77.5266
1420,7194859496,2200,2010.0,toyota,prius,fair,4 cylinders,gas,249000.0,automatic,hatchback,39.0958,-76.8155
1423,7194840878,5500,2009.0,toyota,scion xd,like new,4 cylinders,gas,114119.0,automatic,hatchback,38.5309,-77.8037
1427,7194824003,6999,2012.0,ford,focus se hatchback,excellent,4 cylinders,gas,93859.0,automatic,hatchback,38.9161,-77.4705
1461,7194748525,7300,2010.0,subaru,outback,excellent,6 cylinders,gas,122000.0,automatic,hatchback,38.759,-77.4549
1492,7194507210,6950,2011.0,toyota,prius,good,4 cylinders,hybrid,181000.0,automatic,hatchback,38.8871,-77.0932
1528,7194248497,17500,2013.0,bmw,x1 xdrive35i,excellent,6 cylinders,gas,38000.0,automatic,hatchback,39.0887,-77.095
1529,7194240874,3900,2002.0,toyota,celica gt,excellent,4 cylinders,gas,156799.0,manual,hatchback,38.2481,-77.4681
1532,7194231259,8900,2014.0,toyota,prius two,excellent,other,hybrid,131000.0,automatic,hatchback,39.1788,-77.268
1534,7194227899,3900,2003.0,toyota,matrix,excellent,4 cylinders,gas,129230.0,automatic,hatchback,38.2481,-77.4681
1541,7194215672,5999,2011.0,toyota,prius iii,excellent,4 cylinders,gas,140390.0,automatic,hatchback,38.2481,-77.4681
1562,7194026731,9000,2020.0,chevrolet,spark lt,excellent,4 cylinders,gas,2200.0,automatic,hatchback,39.087,-77.168
1588,7193782389,4750,2009.0,toyota,matrix sports wagon,excellent,4 cylinders,gas,142000.0,manual,hatchback,39.3446,-76.6794
1630,7180693805,12995,2012.0,toyota,prius plug-in hybrid,like new,4 cylinders,hybrid,89500.0,automatic,hatchback,37.7024,-121.072
1643,7193544300,6900,2014.0,hyundai,veloster,excellent,4 cylinders,gas,90000.0,automatic,hatchback,38.8029,-77.2116
1644,7193543666,5499,2015.0,nissan,versa,excellent,4 cylinders,gas,137000.0,automatic,hatchback,39.1063,-77.5675
1661,7179994676,9495,2012.0,chevrolet,volt,excellent,4 cylinders,gas,103097.0,automatic,hatchback,38.615,-121.272
1671,7179422404,12995,2012.0,toyota,prius plug-in hybrid,like new,4 cylinders,hybrid,89500.0,automatic,hatchback,37.7024,-121.072
1687,7178552913,0,2017.0,nissan,versa note,excellent,4 cylinders,gas,74150.0,automatic,hatchback,37.7024,-121.072
1728,7195113189,4400,2004.0,volkswagen,beetle,good,4 cylinders,gas,150000.0,automatic,hatchback,32.7947,-108.255
1729,7195011370,7495,2009.0,mini,cooper s,excellent,4 cylinders,gas,146000.0,automatic,hatchback,32.7948,-108.255
1738,7194359249,3650,2012.0,kia,soul,excellent,4 cylinders,gas,167000.0,automatic,hatchback,31.8048,-106.457
1748,7193511975,0,2016.0,gmc,terrain slt,good,6 cylinders,other,0.0,automatic,hatchback,31.7896,-106.394
1755,7195082994,7200,2010.0,mini,cooper w/sport drive,excellent,4 cylinders,gas,102000.0,automatic,hatchback,35.8195,-105.989
1757,7194947012,3900,2009.0,honda,fit,good,4 cylinders,gas,210000.0,manual,hatchback,35.6219,-105.869
1772,7193999198,5500,2008.0,mini,cooper s,excellent,4 cylinders,gas,105680.0,automatic,hatchback,39.6595,-75.7291
1788,7193440083,1695,2003.0,hyundai,elantra,good,4 cylinders,gas,109300.0,automatic,hatchback,38.9989,-76.0891
1796,7194899795,2500,2007.0,mazda,3,good,4 cylinders,gas,185711.0,automatic,hatchback,29.4552,-81.4147
1819,7194355115,5995,2012.0,kia,soul,excellent,4 cylinders,gas,96781.0,automatic,hatchback,29.0422,-81.2863
1877,7189210565,21500,1981.0,chevrolet,corvette,excellent,8 cylinders,gas,53000.0,automatic,hatchback,29.3222,-81.0584
1881,7193711013,6995,2013.0,toyota,prius,excellent,4 cylinders,hybrid,141328.0,automatic,hatchback,42.1298,-76.0658
1897,7194966852,21500,2017.0,chevrolet,bolt ev lt,like new,4 cylinders,electric,25160.0,automatic,hatchback,26.0426,-81.7182
1910,7194890539,2900,2000.0,ford,focus,excellent,4 cylinders,gas,154000.0,automatic,hatchback,26.6318,-81.8622
1947,7194465241,4999,2005.0,kia,rio wagon,excellent,4 cylinders,gas,58352.0,automatic,hatchback,26.5935,-81.8638
1955,7194353620,7599,2012.0,chevrolet,volt,excellent,4 cylinders,electric,109078.0,automatic,hatchback,26.5935,-81.8638
1968,7191095281,4300,2009.0,toyota,prius hybrid,fair,4 cylinders,hybrid,178500.0,automatic,hatchback,43.3719,-92.5554
1980,7194003306,7850,2015.0,chevrolet,spark ls,like new,4 cylinders,gas,23340.0,automatic,hatchback,26.5175,-80.0834
2009,7193684078,8500,2012.0,chevrolet,volt,excellent,4 cylinders,hybrid,75170.0,automatic,hatchback,26.6265,-81.9677
2027,7193545084,21500,2011.0,lexus,ct,excellent,4 cylinders,hybrid,17320.0,automatic,hatchback,26.1468,-81.7667
2039,7193049528,28000,2019.0,chevrolet,equinox ls,excellent,4 cylinders,gas,33000.0,automatic,hatchback,29.9112,-98.2374
2046,7190504593,5500,2005.0,mazda,3s hatchback,good,4 cylinders,gas,86000.0,manual,hatchback,44.0496,-92.4896
2087,7192769803,21499,2018.0,chevrolet,volt,good,4 cylinders,hybrid,25591.0,automatic,hatchback,29.6582,-98.5194
2137,7192612202,8500,2015.0,chevrolet,spark,excellent,4 cylinders,gas,58000.0,automatic,hatchback,29.26,-98.4917
2154,7192313287,6795,2010.0,volkswagen,golf,good,5 cylinders,gas,102879.0,automatic,hatchback,29.5227,-98.6387
2161,7192293626,41994,2019.0,chevrolet,tahoe lt,good,8 cylinders,other,39789.0,automatic,hatchback,29.1715,-98.1872
2162,7192280656,38994,2019.0,chevrolet,tahoe lt,good,8 cylinders,other,47956.0,automatic,hatchback,29.1715,-98.1872
2202,7191737288,41994,2019.0,gmc,yukon xl slt,good,8 cylinders,gas,46135.0,automatic,hatchback,29.1715,-98.1872
2204,7191722379,8995,2015.0,ford,escape se,good,4 cylinders,gas,93052.0,automatic,hatchback,29.5426,-98.3664
2251,7195053738,9250,2011.0,volkswagen,jetta sportwagen tdi,excellent,4 cylinders,diesel,86540.0,automatic,hatchback,30.3143,-81.7801
2288,7194795777,4900,2009.0,mini,cooper,good,4 cylinders,gas,103775.0,manual,hatchback,30.2908,-81.6321
2290,7194795041,1900,2009.0,volkswagen,golf gti,good,4 cylinders,gas,18823.0,automatic,hatchback,30.1694,-81.5785
2302,7194558474,5800,2013.0,fiat,500 pop,good,4 cylinders,gas,74500.0,automatic,hatchback,30.2908,-81.6321
2332,7194240941,18990,2019.0,honda,hr-v sport,like new,4 cylinders,gas,6531.0,automatic,hatchback,30.2787,-81.5831
2336,7194233632,11400,2013.0,mazda,mazda3,good,4 cylinders,gas,178033.0,automatic,hatchback,30.3391,-81.4129
2347,7194202680,5300,2006.0,mini,cooper,good,4 cylinders,gas,101500.0,automatic,hatchback,30.2908,-81.6321
2352,7194181042,5500,2013.0,fiat,500 pop,good,4 cylinders,gas,58760.0,manual,hatchback,30.2908,-81.6321
2374,7193920594,6500,2012.0,mini,cooper hardtop,excellent,4 cylinders,gas,105000.0,automatic,hatchback,30.3131,-81.5851
2415,7194793822,0,2008.0,pontiac,vibe,good,4 cylinders,gas,131700.0,automatic,hatchback,28.0721,-81.7309
2487,7194201914,9300,2015.0,toyota,yaris hatchback,excellent,4 cylinders,gas,20800.0,automatic,hatchback,29.1172,-82.0292
2496,7193721644,12999,2016.0,kia,forte5 lx hatchback 4d,excellent,4 cylinders,gas,49454.0,automatic,hatchback,28.8994,-82.3741
2558,7193722214,7995,2015.0,chevrolet,sonic,excellent,4 cylinders,gas,94716.0,automatic,hatchback,30.7423,-86.5639
2571,7195137290,4990,2008.0,honda,fit,excellent,4 cylinders,gas,158243.0,automatic,hatchback,28.3192,-81.403
2579,7195135213,3990,2009.0,kia,rio,excellent,4 cylinders,gas,112239.0,automatic,hatchback,28.3192,-81.403
2599,7194986248,4499,2007.0,hyundai,accent gs 3-door,excellent,4 cylinders,gas,174553.0,automatic,hatchback,28.6461,-81.3532
2615,7194960937,3200,2004.0,toyota,matrix,good,4 cylinders,gas,98062.0,automatic,hatchback,28.7644,-81.282
2655,7194909345,2450,1993.0,dodge,shadow es hatchback,good,4 cylinders,gas,272025.0,manual,hatchback,28.5754,-81.3955
2664,7193408658,3990,2007.0,kia,rio,excellent,4 cylinders,gas,73440.0,automatic,hatchback,28.3192,-81.403
2673,7179829739,2995,2004.0,pontiac,vibe,good,4 cylinders,gas,185.0,manual,hatchback,35.726,-83.4698
2695,7179229677,2500,2007.0,kia,rondo ex,excellent,4 cylinders,gas,230000.0,automatic,hatchback,35.9576,-83.8178
2702,7179198016,5850,2014.0,hyundai,veloster,excellent,4 cylinders,gas,86000.0,manual,hatchback,35.9578,-83.8181
2792,7194528435,3990,2007.0,kia,rio,excellent,4 cylinders,gas,73440.0,automatic,hatchback,28.3192,-81.403
2797,7194527414,4990,2008.0,honda,fit,excellent,4 cylinders,gas,158243.0,automatic,hatchback,28.3192,-81.403
2822,7194448232,6100,2014.0,nissan,versa note,excellent,4 cylinders,gas,123000.0,automatic,hatchback,28.4637,-81.3948
2836,7194418351,6995,2013.0,mini,cooper hardtop s,like new,4 cylinders,gas,137000.0,manual,hatchback,28.3949,-81.4179
2838,7194408520,10995,2012.0,mazda,mazdaspeed3 touring,like new,4 cylinders,gas,110325.0,manual,hatchback,28.4217,-81.4048
2853,7194374935,8190,2012.0,audi,a3 2.0t,like new,4 cylinders,gas,100800.0,automatic,hatchback,28.4217,-81.4048
2857,7194369077,12995,2014.0,mini,cooper hardtop s,like new,4 cylinders,gas,71099.0,manual,hatchback,28.3949,-81.4179
2860,7194366379,14995,2012.0,subaru,impreza wrx premium,like new,4 cylinders,gas,89000.0,manual,hatchback,28.3949,-81.4179
2862,7194356212,3990,2008.0,toyota,prius,excellent,4 cylinders,hybrid,148000.0,automatic,hatchback,28.5891,-81.2277
2887,7194236117,5500,2008.0,toyota,prius,excellent,4 cylinders,hybrid,206000.0,automatic,hatchback,28.5974,-81.3036
2916,7193955123,4990,2008.0,honda,fit,excellent,4 cylinders,gas,158243.0,automatic,hatchback,28.3192,-81.403
2924,7193953497,4990,2009.0,toyota,prius,excellent,4 cylinders,hybrid,142507.0,automatic,hatchback,28.3192,-81.403
2938,7193907574,1800,2007.0,ford,focus se hatchback,fair,4 cylinders,gas,136315.0,manual,hatchback,28.5522,-81.4056
2945,7193865711,3495,2010.0,nissan,versa hatchback,excellent,4 cylinders,gas,147699.0,automatic,hatchback,28.3949,-81.4179
2963,7193727792,12999,2016.0,kia,forte 5-door lx,excellent,4 cylinders,gas,49454.0,automatic,hatchback,28.8994,-82.3741
2970,7193641985,2995,1998.0,subaru,legacy outback,excellent,4 cylinders,gas,112259.0,automatic,hatchback,28.6021,-81.3269
3017,7194790756,11912,2012.0,volkswagen,beetle new,excellent,5 cylinders,gas,48304.0,manual,hatchback,42.893,-76.9195
3032,7193821505,3995,2011.0,hyundai,accent,excellent,4 cylinders,gas,103000.0,automatic,hatchback,41.7887,-73.9063
3139,7195129903,1500,2004.0,ford,focus,fair,4 cylinders,gas,147121.0,manual,hatchback,39.0713,-84.3758
3153,7194884925,76000,2015.0,chevrolet,corvette z06,like new,8 cylinders,gas,31589.0,automatic,hatchback,30.3942,-87.589
3180,7180786290,3900,2008.0,honda,fit,good,4 cylinders,gas,194000.0,automatic,hatchback,34.9771,-89.9992
3211,7183009739,4500,2008.0,toyota,prius,good,4 cylinders,gas,163000.0,automatic,hatchback,33.5412,-82.1398
3383,7194925903,6200,2015.0,fiat,500 l,fair,4 cylinders,gas,126000.0,automatic,hatchback,40.6251,-74.0303
3393,7195084491,4500,2008.0,pontiac,vibe,excellent,4 cylinders,gas,138500.0,automatic,hatchback,27.1838,-82.4853
3452,7194921136,21465,2012.0,cadillac,cts,excellent,6 cylinders,gas,17463.0,automatic,hatchback,27.4479,-82.6096
3599,7191759831,4800,2007.0,mazda,cx-7,good,4 cylinders,gas,177000.0,automatic,hatchback,33.4085,-86.7407
3626,7194096494,13950,2012.0,toyota,prius 5,excellent,4 cylinders,hybrid,45713.0,automatic,hatchback,27.2988,-82.5249
3631,7194051903,6000,2013.0,hyundai,accent gs,excellent,4 cylinders,gas,94000.0,automatic,hatchback,27.382,-82.5369
3657,7193940601,8500,2016.0,hyundai,elantra,excellent,4 cylinders,gas,40500.0,automatic,hatchback,27.3672,-82.4848
3700,7193480977,13950,2012.0,toyota,prius 5,excellent,4 cylinders,hybrid,45713.0,automatic,hatchback,27.2988,-82.5249
3765,7182300775,9495,1984.0,chevrolet,corvette,like new,8 cylinders,gas,52375.0,automatic,hatchback,40.9971,-80.3429
3793,7193005503,6450,2008.0,mazda,6s grand touring hatchback,excellent,6 cylinders,gas,110000.0,automatic,hatchback,34.7561,-87.6304
3856,7180322087,5999,2011.0,toyota,prius hybrid,good,4 cylinders,hybrid,176000.0,automatic,hatchback,30.6222,-81.5906
3873,7192075503,5500,2008.0,mazda,3,excellent,4 cylinders,gas,115000.0,automatic,hatchback,42.5158,-96.4007
3878,7184969179,25000,2017.0,volkswagen,golf gti sport,like new,4 cylinders,gas,18000.0,automatic,hatchback,44.2767,-121.19
3933,7189065941,2650,2005.0,mazda,3,excellent,4 cylinders,gas,200000.0,manual,hatchback,35.5835,-97.5638
3945,7192787337,29900,2018.0,jeep,wrangler,like new,6 cylinders,gas,30419.0,automatic,hatchback,34.7995,-87.2057
4041,7178926598,12900,2016.0,toyota,prius,excellent,4 cylinders,hybrid,79900.0,automatic,hatchback,33.9135,-84.6859
4046,7178740679,5000,2013.0,chevrolet,spark,good,4 cylinders,gas,99700.0,automatic,hatchback,37.1611,-87.2908
4053,7178736491,3500,2006.0,chrysler,pt cruiser,good,4 cylinders,gas,121000.0,automatic,hatchback,33.898,-87.3957
4093,7183076561,6950,2007.0,audi,a3 2.0t premium,excellent,4 cylinders,gas,106000.0,automatic,hatchback,47.9843,-123.362
4111,7179676120,1485,2005.0,volvo,v50,good,5 cylinders,gas,127000.0,automatic,hatchback,30.4273,-91.0356
4229,7194742239,5450,2005.0,toyota,prius,like new,4 cylinders,hybrid,117000.0,automatic,hatchback,40.6321,-74.0775
4253,7193301776,2450,2006.0,toyota,scion xb,good,4 cylinders,gas,207329.0,automatic,hatchback,39.3257,-94.4329
4257,7194689026,3950,2005.0,toyota,prius plug-in,good,4 cylinders,hybrid,205000.0,automatic,hatchback,41.1673,-73.8538
4262,7193292903,2750,2006.0,toyota,scion xb,good,4 cylinders,gas,223398.0,automatic,hatchback,39.3257,-94.4329
4273,7180922103,1,2015.0,toyota,prius three hatchback 4d,excellent,4 cylinders,gas,41400.0,automatic,hatchback,44.4914,-87.9267
4278,7180852867,13700,2015.0,mini,cooper,like new,4 cylinders,gas,46000.0,manual,hatchback,44.5506,-87.7156
4282,7193257932,6999,2014.0,fiat,500l pop,excellent,4 cylinders,gas,59817.0,manual,hatchback,39.0417,-94.7202
4314,7192988361,6800,2013.0,hyundai,elantra gt,good,4 cylinders,gas,112500.0,automatic,hatchback,30.5644,-88.2164
4326,7191586700,4200,2009.0,nissan,versa sl hatchback,good,4 cylinders,gas,86500.0,automatic,hatchback,40.6226,-111.778
4343,7194644117,5000,2009.0,audi,a3 2009 2.0,excellent,6 cylinders,gas,113900.0,automatic,hatchback,40.7036,-73.8961
4391,7191943563,17400,2013.0,subaru,impreza wrx,like new,4 cylinders,gas,78000.0,manual,hatchback,37.0546,-113.487
4404,7193170057,12995,2014.0,ford,focus,good,4 cylinders,gas,84103.0,automatic,hatchback,39.0261,-94.3404
4430,7193166769,7995,2007.0,mazda,mazda3,good,4 cylinders,gas,103644.0,automatic,hatchback,39.0261,-94.3404
4486,7194926443,8200,2020.0,chevrolet,spark ls,new,4 cylinders,gas,2.0,automatic,hatchback,25.7,-80.413
4492,7194924380,7800,2017.0,hyundai,elantra gt,like new,4 cylinders,gas,59.0,automatic,hatchback,25.7,-80.413
4546,7190897072,3950,2009.0,chevrolet,aveo5,good,4 cylinders,gas,108526.0,manual,hatchback,37.117,-93.4723
4569,7194477133,3900,2010.0,hyundai,accent,excellent,4 cylinders,gas,66000.0,automatic,hatchback,40.7591,-73.7326
4571,7190607048,0,2013.0,cadillac,srx fwd 4dr luxury,good,6 cylinders,other,74278.0,automatic,hatchback,36.6874,-93.3802
4608,7190470624,4200,2009.0,chevrolet,hhr,excellent,4 cylinders,gas,141669.0,automatic,hatchback,37.0169,-93.2022
4614,7191731764,20990,2017.0,infiniti,qx50 sport utility 4d,good,6 cylinders,other,24140.0,automatic,hatchback,32.35,-86.28
4621,7188874839,7995,2014.0,chevrolet,sonic,excellent,4 cylinders,gas,85124.0,automatic,hatchback,35.5054,-97.5656
4667,7190273700,0,2016.0,mazda,mazda3,excellent,4 cylinders,gas,21993.0,automatic,hatchback,36.1436,-115.115
4698,7193246759,2996,2007.0,mitsubishi,eclipse,good,4 cylinders,gas,210137.0,automatic,hatchback,44.6023,-73.1614
4745,7190118954,1900,2003.0,pontiac,vibe,good,4 cylinders,gas,235000.0,automatic,hatchback,36.62,-93.24
4751,7194444573,11900,2018.0,toyota,corolla im,excellent,4 cylinders,gas,65000.0,automatic,hatchback,40.6027,-73.9669
4777,7192608714,4950,2012.0,ford,fiesta se,good,4 cylinders,gas,136000.0,automatic,hatchback,38.8161,-94.5328
4778,7192608238,4950,2012.0,fiat,500 sport,good,4 cylinders,gas,88000.0,manual,hatchback,38.8161,-94.5328
4861,7194346475,12500,2019.0,subaru,crosstrek,good,4 cylinders,gas,22567.0,automatic,hatchback,41.0427,-73.6262
4862,7193086370,23500,2018.0,ford,focus st,excellent,4 cylinders,gas,25725.0,manual,hatchback,61.1282,-149.848
4883,7192483686,0,2014.0,nissan,versa sv,excellent,4 cylinders,gas,95300.0,manual,hatchback,38.9674,-94.5192
4906,7192995469,7900,2010.0,subaru,impreza outback sport,excellent,4 cylinders,gas,98300.0,automatic,hatchback,44.484,-73.2199
4925,7192761451,9995,2015.0,chevrolet,sonic lt,like new,4 cylinders,gas,72674.0,automatic,hatchback,61.1663,-149.858
4950,7180914613,12000,2007.0,chrysler,pt cruiser touring,fair,4 cylinders,gas,145000.0,automatic,hatchback,42.8272,-88.7429
5008,7192761282,12995,2018.0,nissan,versa note sv,like new,4 cylinders,gas,30557.0,automatic,hatchback,61.1663,-149.858
5011,7187978064,5500,2007.0,mini,cooper s,excellent,4 cylinders,gas,93400.0,manual,hatchback,44.539,-123.363
5029,7192318286,3950,2008.0,kia,spectra 5 sx,excellent,4 cylinders,gas,127115.0,manual,hatchback,39.0652,-94.8618
5063,7190995751,5000,2007.0,subaru,outback,good,4 cylinders,gas,18000.0,automatic,hatchback,45.5781,-111.126
5084,7188126617,6500,2010.0,ford,flex,good,6 cylinders,gas,127000.0,automatic,hatchback,35.5583,-97.6375
5085,7192274525,6300,2008.0,toyota,prius,excellent,4 cylinders,hybrid,100000.0,automatic,hatchback,38.835,-91.9562
5091,7192269705,11800,2016.0,toyota,prius,excellent,4 cylinders,hybrid,119180.0,automatic,hatchback,38.835,-91.9562
5092,7192269128,2400,2005.0,toyota,prius,fair,4 cylinders,hybrid,299999.0,automatic,hatchback,38.835,-91.9562
5118,7189936674,2500,2009.0,volkswagen,jetta wagon,excellent,5 cylinders,gas,274000.0,automatic,hatchback,45.5781,-111.126
5181,7192719742,1300,2006.0,subaru,impreza,fair,4 cylinders,gas,188300.0,automatic,hatchback,44.4367,-73.0957
5199,7187880632,6995,2014.0,kia,soul,like new,4 cylinders,gas,90000.0,automatic,hatchback,37.1393,-95.7832
5209,7179401924,10000,1983.0,datsun,280zx turbo,excellent,6 cylinders,gas,203487.0,manual,hatchback,29.9975,-90.2053
5224,7190748600,12999,2012.0,mini,cooper clubman jcw,excellent,4 cylinders,gas,66045.0,manual,hatchback,47.4949,-111.298
5228,7179205319,12300,2013.0,honda,fit,like new,4 cylinders,gas,37879.0,manual,hatchback,30.3367,-89.9927
5235,7187136945,4500,2011.0,nissan,leaf sl,good,other,electric,54118.0,other,hatchback,44.5442,-123.266
5255,7192037400,8800,2014.0,toyota,prius,excellent,4 cylinders,hybrid,116000.0,automatic,hatchback,38.9536,-94.7336
5269,7192466864,1750,2002.0,hyundai,elantra gt,fair,4 cylinders,gas,220000.0,manual,hatchback,44.6483,-73.1317
5271,7181240632,5900,2011.0,toyota,prius,good,4 cylinders,gas,181812.0,automatic,hatchback,43.1205,-89.3523
